"user_id","age","employment_type","monthly_income","credit_score","purchase_amount","product_category","bnpl_installments","repayment_delay_days","missed_payments","default_flag","app_usage_frequency","location","transaction_date","debt_to_income_ratio","risk_score","customer_segment"
"10305","34","Self-Employed","3947229","530","50000","Sports","12","1","0","1","181","India","8/17/2024","1266711406913558","1300","High Risk"
"7567","45","Salaried","7944983","675","50000","Home","9","10","2","0","194","Canada","8/13/2024","629327967095713","1300","Medium Risk"
"1084","27","Salaried","4214235","525","50000","Home","6","0","0","1","915","Australia","10/2/2024","1186454955644381","1300","High Risk"
"8270","29","Salaried","3512427","534","122487","Fashion","6","2","0","0","301","USA","12/11/2024","348724685239009","1304","High Risk"
"332","54","Self-Employed","7201704","624","50000","Sports","12","10","1","0","304","Canada","3/12/2023","694280131479994","1304","Medium Risk"
"4528","40","Salaried","7478512","624","50000","Beauty","12","10","1","0","398","Canada","3/14/2023","668582199239634","1304","Medium Risk"
"2459","39","Salaried","7024569","629","50000","Electronics","12","11","1","0","402","Canada","10/31/2024","711787442048045","1304","Medium Risk"
"2045","27","Salaried","4419671","539","50000","Beauty","6","3","0","1","59","Canada","11/14/2024","1131305927522659","1304","High Risk"
"9828","22","Self-Employed","4058743","524","50000","Beauty","3","0","0","0","854","USA","12/25/2024","1231908499749799","1304","High Risk"
"7899","32","Self-Employed","3794445","524","50000","Fashion","6","0","0","1","67","Germany","5/14/2023","1317715766073826","1304","High Risk"
"9368","58","Student","8199153","669","50000","Electronics","12","19","1","0","728","Germany","10/10/2024","609819087410614","1304","Medium Risk"
"9439","25","Self-Employed","5912221","544","21296","Beauty","3","4","0","1","891","Australia","6/3/2023","360203043830736","1304","High Risk"
"10062","41","Salaried","6278158","624","50000","Beauty","12","10","1","0","127","Germany","10/28/2024","796411941209507","1304","Medium Risk"
"8011","39","Self-Employed","7924422","664","50000","Home","6","18","1","1","203","USA","2/9/2023","630960844841428","1304","Medium Risk"
"5146","32","Salaried","6646971","629","50000","Beauty","6","11","1","0","541","USA","7/10/2024","752222328034829","1304","Medium Risk"
"9022","44","Salaried","7806653","634","50000","Home","12","12","1","0","617","USA","12/19/2024","640479344989459","1304","Medium Risk"
"6933","49","Self-Employed","658976","598","50000","Electronics","6","5","1","0","734","UK","11/4/2024","758752974311659","1308","Medium Risk"
"5488","25","Self-Employed","6966835","638","50000","Fashion","12","13","1","0","629","Germany","11/6/2024","717686008065355","1308","Medium Risk"
"4646","29","Salaried","4917159","523","50000","Beauty","3","0","0","0","61","Australia","7/11/2024","1016847329931775","1308","High Risk"
"4434","28","Salaried","451489","528","50000","Home","9","1","0","1","837","USA","2/1/2023","1107446693053429","1308","High Risk"
"6335","46","Salaried","7599545","618","50000","Fashion","12","9","1","0","914","Germany","10/13/2024","657934126319404","1308","Medium Risk"
"629","55","Salaried","4532391","543","50000","Home","12","4","0","0","338","Canada","6/10/2023","1103170489924633","1308","High Risk"
"10215","46","Self-Employed","8919032","668","50000","Electronics","6","9","2","0","908","UK","1/3/2023","560598952890851","1308","Medium Risk"
"4943","51","Student","7316211","633","50000","Sports","12","12","1","0","795","India","8/4/2024","683413859988455","1308","Medium Risk"
"457","23","Self-Employed","4811142","543","112165","Beauty","3","4","0","0","508","Germany","4/27/2023","233135916586955","1308","High Risk"
"7338","31","Salaried","4335718","543","412874","Home","9","4","0","0","352","UK","4/28/2023","952262116678252","1308","High Risk"
"3863","48","Salaried","6675221","608","92712","Beauty","12","7","1","0","829","UK","5/14/2023","138889783574206","1308","Medium Risk"
"2706","59","Salaried","5506165","528","50000","Sports","6","1","0","1","962","India","7/22/2024","908073041763187","1308","High Risk"
"10134","36","Self-Employed","7543546","623","50000","Sports","9","10","1","0","31","UK","11/13/2024","662818255499469","1308","Medium Risk"
"907","49","Self-Employed","6331641","608","370324","Home","6","7","1","0","577","UK","11/7/2024","584878390925827","1308","Medium Risk"
"4149","51","Self-Employed","4352342","523","50000","Home","9","0","0","0","267","USA","3/24/2023","1148806780349522","1308","High Risk"
"6718","31","Self-Employed","4024218","523","50000","Electronics","3","0","0","1","546","Canada","3/26/2023","1242477420457838","1308","High Risk"
"9160","44","Salaried","6652271","652","50000","Fashion","3","16","1","1","608","UK","5/20/2023","751623017162109","1312","Medium Risk"
"7995","55","Self-Employed","8474358","627","50000","Fashion","12","11","1","0","828","India","2/7/2023","590015196431399","1312","Medium Risk"
"10143","28","Salaried","4735258","532","50000","Sports","12","2","0","0","353","Australia","9/2/2024","1055908674881073","1312","High Risk"
"2195","33","Self-Employed","9541046","702","50000","Home","6","16","2","0","923","UK","5/2/2023","524051555772815","1312","Low Risk"
"2185","55","Salaried","6707088","632","50000","Electronics","6","12","1","0","35","India","10/30/2024","745480005629865","1312","Medium Risk"
"6993","47","Self-Employed","7978016","627","50000","Beauty","12","1","2","0","331","USA","7/30/2024","626722232695447","1312","Medium Risk"
"2620","23","Self-Employed","4940092","542","50000","Home","6","4","0","1","473","Australia","6/14/2023","1012126899660978","1312","High Risk"
"3108","41","Salaried","5901683","597","50000","Home","12","5","1","0","704","India","5/9/2023","847215955177531","1312","Medium Risk"
"2274","21","Self-Employed","4398633","521","50000","Electronics","9","0","0","1","416","USA","4/6/2023","1136716793603831","1316","High Risk"
"3901","27","Self-Employed","5102465","521","50000","Fashion","3","0","0","1","684","UK","10/16/2024","979918529573451","1316","High Risk"
"6580","36","Self-Employed","4375355","521","50000","Sports","3","0","0","0","767","Germany","7/29/2024","1142764415687412","1316","High Risk"
"9603","53","Self-Employed","7814192","660","50000","Electronics","3","8","2","0","649","UK","7/29/2024","639861421372804","1320","Medium Risk"
"5394","50","Salaried","8379922","665","50000","Beauty","9","19","1","1","381","Germany","6/3/2023","596664264894112","1320","Medium Risk"
"1849","30","Self-Employed","4396125","535","50000","Fashion","6","3","0","0","68","UK","4/7/2023","1137365293298075","1320","High Risk"
"3499","52","Salaried","5903043","610","50000","Fashion","12","8","1","0","905","Germany","11/18/2024","84702076539168","1320","Medium Risk"
"3744","48","Self-Employed","9007942","665","50000","Electronics","12","19","1","0","996","Canada","6/23/2023","555065740876217","1320","Medium Risk"
"7295","36","Salaried","3619447","535","50000","Fashion","12","3","0","0","80","UK","6/14/2023","1381426499683515","1320","High Risk"
"1952","20","Self-Employed","6935119","625","50000","Sports","9","11","1","0","885","Canada","6/17/2023","720968162190151","1320","Medium Risk"
"335","23","Salaried","3811938","520","50000","Fashion","3","0","0","1","456","Germany","3/29/2023","1311668762713349","1320","High Risk"
"3235","58","Self-Employed","4788328","535","50000","Fashion","6","3","0","0","401","UK","1/7/2023","1044205827169734","1320","High Risk"
"257","47","Salaried","525551","520","50000","Sports","3","0","0","1","169","UK","12/22/2024","95138245384368","1320","High Risk"
"7385","51","Salaried","4493335","550","50000","Home","3","6","0","0","343","Canada","11/22/2024","1112759231172392","1320","High Risk"
"2398","25","Salaried","5010521","535","50000","Fashion","6","3","0","0","488","USA","3/13/2023","997900218360525","1320","High Risk"
"1550","32","Salaried","489569","524","50000","Sports","3","1","0","0","231","UK","3/1/2023","1021306496122099","1324","High Risk"
"4926","48","Salaried","6309276","614","50000","Home","12","9","1","0","293","Canada","5/14/2023","792483955369839","1324","Medium Risk"
"6414","47","Self-Employed","7229123","619","1000","Fashion","12","10","1","0","883","UK","3/20/2023","13832936581657","1324","Medium Risk"
"10210","50","Salaried","6207448","574","50000","Fashion","9","1","1","0","278","India","7/13/2024","805483992777708","1324","Medium Risk"
"5987","43","Self-Employed","6581365","599","50000","Fashion","12","6","1","0","827","Canada","1/4/2023","759720817793877","1324","Medium Risk"
"7657","49","Salaried","4158434","524","50000","Fashion","6","1","0","1","214","Australia","3/7/2023","1202375702007053","1324","High Risk"
"7404","20","Self-Employed","4924212","524","50000","Electronics","9","1","0","1","899","UK","8/16/2024","1015390888938169","1324","High Risk"
"7416","20","Salaried","4271372","519","50000","Fashion","6","0","0","0","414","Australia","5/8/2023","1170584065260529","1324","High Risk"
"1805","55","Self-Employed","4785811","524","50000","Beauty","3","1","0","0","919","UK","8/5/2024","1044755005995849","1324","High Risk"
"4608","38","Salaried","686667","624","50000","Electronics","9","11","1","0","687","UK","9/3/2024","728154986332531","1324","Medium Risk"
"9099","24","Self-Employed","5584259","534","50000","Home","3","3","0","0","865","UK","4/5/2023","895373943078213","1324","High Risk"
"7260","25","Self-Employed","6693849","599","50000","Electronics","12","6","1","0","978","USA","12/13/2024","746954405454918","1324","Medium Risk"
"426","46","Salaried","7105337","608","50000","Fashion","3","8","1","0","956","UK","9/17/2024","703696390473808","1328","Medium Risk"
"8841","37","Self-Employed","8259129","633","50000","Electronics","9","13","1","0","374","Germany","2/10/2023","605390713718117","1328","Medium Risk"
"9197","28","Salaried","4751786","518","50000","Beauty","12","0","0","0","702","Canada","6/2/2023","1052235938234592","1328","High Risk"
"7464","46","Salaried","4348024","518","1000","Fashion","12","0","0","1","128","UK","3/15/2023","22998953087655","1328","High Risk"
"3405","41","Self-Employed","8740439","683","50000","Electronics","12","13","2","0","114","Australia","12/22/2024","572053646275661","1328","Medium Risk"
"1528","57","Salaried","7480201","623","50000","Sports","12","11","1","0","903","Germany","2/24/2023","668431236005556","1328","Medium Risk"
"8153","43","Self-Employed","8195919","658","50000","Fashion","12","18","1","1","126","USA","1/23/2023","610059713864912","1328","Medium Risk"
"8088","39","Self-Employed","4060978","523","50000","Beauty","9","1","0","0","565","India","9/16/2024","1231230506543005","1328","High Risk"
"3398","56","Salaried","4054744","523","50000","Electronics","3","1","0","0","235","Australia","9/10/2024","1233123472160017","1328","High Risk"
"5299","36","Self-Employed","464295","537","50000","Home","12","4","0","0","211","Germany","2/23/2023","1076901538892299","1332","High Risk"
"5648","46","Self-Employed","9164167","677","50000","Beauty","12","12","2","0","919","Germany","7/3/2024","545603326521657","1332","Medium Risk"
"2121","57","Self-Employed","10354276","777","50000","Beauty","3","22","3","0","21","USA","3/5/2023","482892285274219","1332","Low Risk"
"1978","28","Self-Employed","6666441","652","50000","Electronics","9","17","1","1","825","USA","7/7/2024","750025388359395","1332","Medium Risk"
"10044","54","Self-Employed","838644","677","50000","Electronics","3","12","2","0","853","India","12/17/2024","596200533241757","1332","Medium Risk"
"2864","30","Salaried","7709352","667","50000","Electronics","3","20","1","0","784","Australia","6/21/2023","648562940179667","1332","Medium Risk"
"5952","42","Self-Employed","4826991","521","50000","Beauty","9","1","0","0","276","Australia","3/10/2023","1035841997633722","1336","High Risk"
"3267","20","Salaried","3936949","526","50000","Home","6","2","0","0","122","Australia","8/8/2024","1270018991864004","1336","High Risk"
"2983","23","Salaried","4331574","526","219914","Beauty","6","2","0","0","73","UK","11/12/2024","507699972342617","1336","High Risk"
"5022","38","Salaried","4292558","526","50000","Fashion","12","2","0","0","378","UK","2/10/2023","1164806625792825","1336","High Risk"
"1336","19","Self-Employed","4270885","516","50000","Beauty","9","0","0","1","577","India","3/14/2023","1170717544490193","1336","High Risk"
"1961","36","Salaried","378000","516","50000","Fashion","6","0","0","0","117","Canada","7/1/2024","1322751322751322","1336","High Risk"
"1994","38","Self-Employed","6153707","600","50000","Fashion","6","7","1","0","594","Australia","1/18/2023","812518373071711","1340","Medium Risk"
"8085","38","Salaried","5321281","520","50000","Beauty","9","1","0","0","976","Canada","2/11/2023","93962337264279","1340","High Risk"
"663","21","Salaried","4108455","530","476218","Home","3","3","0","1","514","USA","7/14/2024","1159116991667183","1340","High Risk"
"6773","51","Self-Employed","8274539","670","50000","Electronics","12","21","1","0","648","Canada","6/28/2023","604263270739312","1340","Medium Risk"
"4253","21","Salaried","3810734","515","120455","Home","3","0","0","1","516","UK","9/2/2024","316093959851304","1340","High Risk"
"95","48","Self-Employed","6014984","615","50000","Electronics","3","10","1","0","421","Canada","9/8/2024","831257406503492","1340","Medium Risk"
"5896","18","Self-Employed","4667723","525","50000","Sports","6","2","0","1","184","USA","4/6/2023","1071186100803325","1340","High Risk"
"10274","57","Self-Employed","7150241","595","50000","Sports","3","6","1","0","649","Canada","11/16/2024","699277129260398","1340","Medium Risk"
"1761","27","Self-Employed","8725482","710","50000","Electronics","3","19","2","1","583","Canada","6/1/2023","573034246131044","1340","Low Risk"
"3767","27","Salaried","6331554","645","50000","Sports","6","16","1","0","135","India","3/18/2023","789695547096336","1340","Medium Risk"
"5882","20","Salaried","5150841","525","50000","Fashion","3","2","0","0","787","Germany","1/12/2023","970715267662115","1340","High Risk"
"3703","46","Self-Employed","9008467","689","50000","Home","3","15","2","0","27","USA","7/17/2024","555033392473991","1344","Medium Risk"
"7076","27","Salaried","4434517","514","50000","Home","3","0","0","1","726","USA","5/23/2023","1127518509907617","1344","High Risk"
"2193","37","Self-Employed","7672889","624","50000","Beauty","3","2","2","0","842","Australia","5/9/2023","65164503226881","1344","Medium Risk"
"7618","30","Self-Employed","5994563","589","50000","Sports","3","5","1","0","689","Germany","6/10/2023","834089157124547","1344","Medium Risk"
"9318","47","Salaried","7622457","614","50000","Beauty","6","10","1","0","523","UK","10/10/2024","655956471778063","1344","Medium Risk"
"2729","19","Self-Employed","4739965","574","50000","Beauty","6","2","1","0","324","Australia","4/16/2023","1054860109726548","1344","Medium Risk"
"5112","56","Salaried","5434029","604","50000","Fashion","3","8","1","0","44","Australia","9/28/2024","920127588571941","1344","Medium Risk"
"6087","28","Self-Employed","5125156","514","50000","Fashion","3","0","0","0","335","Canada","8/18/2024","975580060392308","1344","High Risk"
"5368","44","Salaried","8096799","659","50000","Electronics","12","19","1","0","158","USA","2/24/2023","617527988529788","1344","Medium Risk"
"3555","54","Self-Employed","7879809","659","50000","Electronics","12","19","1","0","245","USA","9/27/2024","634533146679063","1344","Medium Risk"
"3622","29","Salaried","448859","519","50000","Home","6","1","0","0","427","USA","7/19/2024","1113935556600179","1344","High Risk"
"6878","28","Self-Employed","7965209","634","50000","Home","12","14","1","0","574","Canada","6/21/2023","627729918951279","1344","Medium Risk"
"51","51","Self-Employed","7472951","634","50000","Sports","12","14","1","0","385","Canada","2/17/2023","669079724997527","1344","Medium Risk"
"2815","37","Salaried","5976725","528","279169","Beauty","6","3","0","0","774","UK","1/12/2023","467093600592297","1348","High Risk"
"7957","39","Self-Employed","7994689","683","50000","Electronics","6","24","1","0","227","Canada","2/14/2023","625415197514249","1348","Medium Risk"
"677","34","Salaried","4493183","513","50000","Electronics","12","0","0","0","632","Germany","6/14/2023","1112796874732233","1348","High Risk"
"1350","19","Self-Employed","5136322","523","50000","Home","6","2","0","1","176","Germany","4/11/2023","973459218483576","1348","High Risk"
"5946","53","Salaried","7644452","618","50000","Home","6","11","1","0","411","India","5/10/2023","654069120978194","1348","Medium Risk"
"3960","50","Salaried","484264","513","50000","Fashion","6","0","0","0","816","Canada","9/19/2024","103249467232749","1348","High Risk"
"2105","35","Salaried","4363513","528","50000","Fashion","12","3","0","0","658","Australia","6/24/2023","1145865727912349","1348","High Risk"
"10208","27","Salaried","7174705","643","50000","Sports","9","16","1","0","401","UK","4/19/2023","696892764232118","1348","Medium Risk"
"2192","39","Salaried","6573972","598","50000","Electronics","3","7","1","0","919","India","6/18/2023","760575189550548","1348","Medium Risk"
"4507","35","Self-Employed","5937289","563","50000","Electronics","3","0","1","0","872","UK","11/24/2024","842135189983172","1348","Medium Risk"
"1740","22","Self-Employed","500071","513","50000","Electronics","12","0","0","1","177","Germany","1/1/2023","999858020161137","1348","High Risk"
"6338","50","Self-Employed","5690473","598","50000","Electronics","3","7","1","0","12","UK","1/11/2023","878661580504819","1348","Medium Risk"
"2001","54","Self-Employed","7149387","618","50000","Electronics","3","11","1","0","637","Australia","7/9/2024","699360658473237","1348","Medium Risk"
"443","53","Salaried","3932067","513","50000","Home","12","0","0","0","507","Canada","2/3/2023","1271595829877771","1348","High Risk"
"6904","43","Salaried","7024765","598","50000","Fashion","12","7","1","0","135","Australia","6/9/2023","711767582260759","1348","Medium Risk"
"8080","28","Self-Employed","4601597","523","50000","Beauty","12","2","0","0","628","USA","6/2/2023","1086579289755274","1348","High Risk"
"4970","22","Self-Employed","4254461","538","50000","Home","6","5","0","0","225","UK","7/13/2024","1175237004170446","1348","High Risk"
"6791","39","Salaried","343995","518","50000","Fashion","3","1","0","0","199","Germany","7/30/2024","1453509498684574","1348","High Risk"
"923","32","Self-Employed","5000835","533","50000","Home","6","4","0","0","192","Germany","10/5/2024","999833027884343","1348","High Risk"
"9989","31","Salaried","7410668","632","50000","Fashion","9","14","1","0","998","Australia","5/10/2023","674703009229397","1352","Medium Risk"
"65","39","Self-Employed","6077103","642","1000","Electronics","3","16","1","0","225","UK","8/8/2024","16455209003368","1352","Medium Risk"
"250","34","Self-Employed","7747033","612","50000","Home","3","10","1","0","109","India","6/16/2023","645408377633088","1352","Medium Risk"
"4718","50","Self-Employed","7165114","607","50000","Fashion","6","9","1","0","509","USA","2/13/2023","697825603333038","1352","Medium Risk"
"7018","54","Self-Employed","5892387","572","50000","Sports","6","2","1","0","405","UK","12/5/2024","848552547549914","1352","Medium Risk"
"6647","39","Self-Employed","6690759","642","50000","Sports","6","16","1","0","984","UK","1/13/2023","747299372163905","1352","Medium Risk"
"1487","41","Salaried","7131715","617","50000","Electronics","12","11","1","0","493","Australia","11/20/2024","701093635962738","1352","Medium Risk"
"10118","35","Self-Employed","7499546","632","50000","Beauty","9","14","1","0","274","Germany","5/11/2023","666707024665226","1352","Medium Risk"
"2438","49","Salaried","7159706","602","50000","Beauty","6","8","1","0","321","UK","1/7/2023","698352697722504","1352","Medium Risk"
"2621","59","Self-Employed","4970631","511","50000","Electronics","9","0","0","1","727","Germany","10/25/2024","1005908505378894","1356","High Risk"
"4577","23","Salaried","3618138","526","50000","Home","12","3","0","0","554","Germany","1/15/2023","1381926283629867","1356","High Risk"
"9355","52","Salaried","4155568","511","50000","Electronics","6","0","0","0","763","Canada","4/6/2023","1203204952969124","1356","High Risk"
"4224","44","Self-Employed","4581478","521","50000","Fashion","3","2","0","0","154","India","5/29/2023","1091350869741162","1356","High Risk"
"8952","21","Self-Employed","4243896","521","50000","Home","3","2","0","0","517","UK","8/27/2024","117816270709744","1356","High Risk"
"6353","34","Self-Employed","4299836","511","50000","Electronics","9","0","0","1","393","UK","9/23/2024","1162835047662282","1356","High Risk"
"1696","22","Salaried","4170697","520","234153","Fashion","3","2","0","0","336","Germany","3/9/2023","561424145652393","1360","High Risk"
"1460","25","Self-Employed","8257188","600","50000","Sports","3","8","1","0","36","Australia","11/15/2024","605533021653376","1360","Medium Risk"
"3716","33","Salaried","628802","590","50000","Electronics","3","6","1","0","595","India","10/21/2024","795162865258062","1360","Medium Risk"
"8601","22","Salaried","3871775","510","50000","Electronics","6","0","0","0","374","USA","6/13/2023","1291397356509611","1360","High Risk"
"8128","43","Self-Employed","1125352","760","50000","Sports","3","20","3","1","634","USA","2/1/2023","444305426213309","1360","Low Risk"
"6597","28","Salaried","7077878","635","50000","Beauty","3","15","1","0","402","Germany","9/29/2024","706426417635342","1360","Medium Risk"
"8986","50","Salaried","5425276","515","50000","Electronics","9","1","0","0","821","Canada","2/28/2023","921612098628714","1360","High Risk"
"6875","53","Self-Employed","8374455","655","50000","Beauty","9","9","2","0","131","India","6/19/2023","597053778424984","1360","Medium Risk"
"2384","48","Self-Employed","6321814","625","50000","Home","3","13","1","0","743","USA","12/12/2024","790912228673605","1360","Medium Risk"
"5910","42","Salaried","6776846","600","50000","Electronics","12","8","1","0","651","Australia","11/22/2024","737806348262894","1360","Medium Risk"
"4348","49","Self-Employed","7589324","650","50000","Fashion","6","18","1","0","361","Australia","5/20/2023","658820205857596","1360","Medium Risk"
"6665","26","Self-Employed","7529387","690","50000","Electronics","9","16","2","0","521","UK","10/7/2024","66406468415025","1360","Medium Risk"
"2556","26","Self-Employed","8258854","650","50000","Fashion","6","8","2","0","535","Australia","2/14/2023","605410871774703","1360","Medium Risk"
"10085","55","Salaried","658987","605","50000","Electronics","3","9","1","0","615","India","2/15/2023","758740308989403","1360","Medium Risk"
"6497","18","Salaried","4494741","535","1000","Home","6","5","0","0","691","India","1/16/2023","2224822297881","1360","High Risk"
"5447","50","Self-Employed","5968775","625","50000","Sports","12","13","1","0","372","USA","4/9/2023","837692826417481","1360","Medium Risk"
"5974","36","Salaried","7449451","640","50000","Home","9","16","1","0","601","USA","2/26/2023","671190400473806","1360","Medium Risk"
"1638","35","Salaried","3613643","510","50000","Fashion","6","0","0","0","232","India","2/12/2023","138364525770808","1360","High Risk"
"799","40","Salaried","4445223","515","50000","Sports","6","1","0","1","58","India","10/28/2024","1124802962641019","1360","High Risk"
"9069","40","Self-Employed","4652614","515","50000","Home","9","1","0","1","77","Canada","12/6/2024","1074664693868866","1360","High Risk"
"1752","26","Self-Employed","6540968","569","50000","Home","12","2","1","0","353","India","3/22/2023","764412851431164","1364","Medium Risk"
"3711","58","Salaried","4134119","529","50000","Fashion","3","4","0","0","353","Germany","1/3/2023","1209447526788658","1364","High Risk"
"7243","49","Salaried","8201378","679","50000","Electronics","12","14","2","0","232","USA","3/22/2023","609653646009243","1364","Medium Risk"
"8616","41","Salaried","6869912","679","50000","Home","3","14","2","0","833","UK","1/12/2023","727811360611315","1364","Medium Risk"
"1607","57","Student","1800422","514","317837","Beauty","9","1","0","0","328","USA","5/4/2023","1765347235259289","1364","High Risk"
"1636","24","Self-Employed","5015497","514","50000","Sports","3","1","0","0","342","USA","4/23/2023","99691017659865","1364","High Risk"
"7004","19","Self-Employed","3534019","509","50000","Fashion","12","0","0","0","259","USA","3/17/2023","1414819784500309","1364","High Risk"
"3546","24","Self-Employed","619223","589","50000","Electronics","3","6","1","0","985","Canada","9/28/2024","807463547058168","1364","Medium Risk"
"4482","57","Salaried","6448999","514","50000","Beauty","3","1","0","0","729","Germany","1/7/2023","775314122393258","1364","High Risk"
"7726","28","Salaried","3832992","519","50000","Home","9","2","0","1","802","Germany","2/11/2023","130446398009701","1364","High Risk"
"9058","50","Self-Employed","9502786","724","50000","Home","3","23","2","1","323","Canada","3/11/2023","526161485694826","1364","Low Risk"
"5751","56","Self-Employed","4675598","529","50000","Home","9","4","0","1","208","Germany","11/21/2024","1069381927188778","1364","High Risk"
"7335","25","Self-Employed","6995756","604","50000","Beauty","12","9","1","0","407","Germany","2/16/2023","71471903822832","1364","Medium Risk"
"9999","47","Salaried","7236849","614","50000","Home","9","11","1","0","741","UK","6/11/2023","690908432661784","1364","Medium Risk"
"8450","58","Self-Employed","4482584","509","50000","Fashion","9","0","0","1","387","Australia","12/15/2024","1115428065597878","1364","High Risk"
"8178","41","Salaried","6102853","609","50000","Electronics","3","10","1","0","613","Germany","12/16/2024","819288945678357","1364","Medium Risk"
"6235","28","Salaried","5051798","534","50000","Sports","12","5","0","0","226","Canada","3/21/2023","989746620906061","1364","High Risk"
"5134","46","Salaried","7958905","679","50000","Home","3","24","1","0","143","Canada","8/31/2024","628227124208669","1364","Medium Risk"
"2419","28","Salaried","4852376","524","50000","Fashion","9","3","0","0","109","UK","3/8/2023","1030423033994068","1364","High Risk"
"5661","19","Salaried","3578725","509","50000","Sports","12","0","0","0","51","Australia","11/22/2024","1397145631474896","1364","High Risk"
"1793","31","Salaried","4921554","529","84039","Fashion","9","4","0","1","729","Germany","3/23/2023","170757041373517","1364","High Risk"
"1009","27","Salaried","7521149","629","50000","Home","3","14","1","0","793","Australia","12/6/2024","664792041747876","1364","Medium Risk"
"10318","40","Self-Employed","4201822","519","50000","Electronics","9","2","0","0","92","Germany","7/11/2024","1189959974506297","1364","High Risk"
"9895","57","Self-Employed","6725325","578","50000","Beauty","12","4","1","0","781","Australia","9/27/2024","743458494570894","1368","Medium Risk"
"7125","38","Self-Employed","6960998","658","50000","Fashion","3","20","1","0","92","USA","1/24/2023","718287808730874","1368","Medium Risk"
"2460","27","Salaried","4998404","513","50000","Sports","12","1","0","0","482","USA","5/23/2023","1000319301921173","1368","High Risk"
"2431","41","Self-Employed","7508662","618","50000","Sports","3","12","1","0","733","UK","4/24/2023","66589759933261","1368","Medium Risk"
"6396","50","Salaried","3864216","528","50000","Fashion","6","4","0","0","849","Australia","2/13/2023","1293923528084351","1368","High Risk"
"3590","25","Self-Employed","700202","598","50000","Beauty","12","8","1","0","313","Australia","2/4/2023","714079651300624","1368","Medium Risk"
"350","50","Self-Employed","6705301","628","50000","Fashion","6","14","1","0","486","USA","10/1/2024","745678680196459","1368","Medium Risk"
"6653","23","Self-Employed","4471619","528","50000","Fashion","12","4","0","0","476","India","3/13/2023","1118163242440825","1368","High Risk"
"5911","18","Salaried","4470131","533","50000","Electronics","12","5","0","0","471","UK","3/9/2023","1118535452316722","1368","High Risk"
"7489","35","Salaried","4450241","518","50000","Home","3","2","0","0","595","USA","1/10/2023","1123534658010656","1368","High Risk"
"9693","54","Self-Employed","5501066","528","50000","Home","6","4","0","0","888","Australia","2/20/2023","908914744887627","1368","High Risk"
"2502","22","Salaried","5887537","597","50000","Electronics","6","8","1","0","751","Germany","1/28/2023","849251563089964","1372","Medium Risk"
"540","46","Self-Employed","7683372","647","50000","Home","3","8","2","0","748","Australia","4/3/2023","650755944134944","1372","Medium Risk"
"6093","44","Salaried","5997354","582","50000","Electronics","9","5","1","0","205","USA","6/4/2023","833700995472336","1372","Medium Risk"
"7080","53","Self-Employed","750861","617","1000","Beauty","6","12","1","0","86","Australia","5/5/2023","1331804421857","1372","Medium Risk"
"5969","35","Self-Employed","5625516","572","50000","Home","3","3","1","0","537","USA","10/8/2024","888807355627465","1372","Medium Risk"
"7586","40","Self-Employed","6749142","652","50000","Home","9","19","1","0","158","Australia","7/6/2024","740834909089185","1372","Medium Risk"
"4699","46","Salaried","6401877","582","50000","Sports","9","5","1","0","424","Germany","12/17/2024","781020941202088","1372","Medium Risk"
"6117","49","Self-Employed","8899606","692","50000","Sports","12","17","2","0","778","Australia","6/12/2023","561822624507197","1372","Medium Risk"
"9948","39","Salaried","5088908","562","50000","Fashion","9","1","1","0","166","Germany","9/23/2024","982529061244573","1372","Medium Risk"
"7561","48","Salaried","6455324","607","50000","Home","6","10","1","0","228","Germany","7/30/2024","774554460783068","1372","Medium Risk"
"5428","49","Salaried","7707444","662","50000","Home","9","11","2","0","213","Germany","6/21/2023","648723493806766","1372","Medium Risk"
"6271","38","Self-Employed","4392262","521","50000","Home","6","3","0","0","882","Canada","12/16/2024","1138365607516127","1376","High Risk"
"1670","55","Salaried","4211114","511","50000","Electronics","9","1","0","0","698","Australia","11/8/2024","1187334277818173","1376","High Risk"
"3428","19","Self-Employed","3515673","511","50000","Beauty","6","1","0","1","22","India","4/30/2023","1422202804413266","1376","High Risk"
"5770","24","Salaried","5554973","516","50000","Fashion","9","2","0","1","13","India","1/15/2023","900094383897095","1376","High Risk"
"9897","31","Self-Employed","4177866","506","50000","Fashion","6","0","0","0","31","Australia","6/2/2023","1196783238141194","1376","High Risk"
"6129","18","Self-Employed","3838631","521","50000","Electronics","3","3","0","0","587","Germany","6/22/2023","1302547705158427","1376","High Risk"
"1503","31","Salaried","5737009","515","1000","Electronics","3","2","0","0","54","USA","5/1/2023","17430685571523","1380","High Risk"
"394","25","Self-Employed","3547859","515","50000","Beauty","9","2","0","1","51","Australia","10/12/2024","1409300651463319","1380","High Risk"
"4197","39","Self-Employed","4315349","525","50000","Sports","9","4","0","0","806","Canada","8/22/2024","1158654838809097","1380","High Risk"
"9233","55","Self-Employed","4500594","505","50000","Home","9","0","0","1","107","India","2/14/2023","1110964463801889","1380","High Risk"
"10105","52","Salaried","7429461","620","50000","Beauty","3","13","1","0","677","UK","10/3/2024","672996331766194","1380","Medium Risk"
"7407","43","Self-Employed","9113026","705","50000","Electronics","9","20","2","0","793","UK","12/31/2024","548665174443702","1380","Low Risk"
"278","32","Student","2394657","505","50000","Electronics","12","0","0","0","877","USA","11/1/2024","2087981702598743","1380","High Risk"
